Sample,Animal,Timepoint,Mpt64.IgG1,HspX.IgG1,GroES.IgG1,PPD.IgG1,LAM.IgG1,PstS1.IgG1,Ag85A.B.IgG1,Apa.IgG1,EBOV.GP.IgG1,Mpt64.IgG2,HspX.IgG2,GroES.IgG2,PPD.IgG2,LAM.IgG2,PstS1.IgG2,Ag85A.B.IgG2,Apa.IgG2,EBOV.GP.IgG2,Mpt64.IgG3,HspX.IgG3,GroES.IgG3,PPD.IgG3,LAM.IgG3,PstS1.IgG3,Ag85A.B.IgG3,Apa.IgG3,EBOV.GP.IgG3,Mpt64.IgG4,HspX.IgG4,GroES.IgG4,PPD.IgG4,LAM.IgG4,PstS1.IgG4,Ag85A.B.IgG4,Apa.IgG4,EBOV.GP.IgG4,Mpt64.IgA,HspX.IgA,GroES.IgA,PPD.IgA,LAM.IgA,PstS1.IgA,Ag85A.B.IgA,Apa.IgA,EBOV.GP.IgA,Mpt64.IgM,HspX.IgM,GroES.IgM,PPD.IgM,LAM.IgM,PstS1.IgM,Ag85A.B.IgM,Apa.IgM,EBOV.GP.IgM,Mpt64.R2A,HspX.R2A,GroES.R2A,PPD.R2A,LAM.R2A,PstS1.R2A,Ag85A.B.R2A,Apa.R2A,Mpt64.R3A,HspX.R3A,GroES.R3A,PPD.R3A,LAM.R3A,PstS1.R3A,Ag85A.B.R3A,Apa.R3A,Mpt64.C1Q,HspX.C1Q,GroES.C1Q,PPD.C1Q,LAM.C1Q,PstS1.C1Q,Ag85A.B.C1Q,Apa.C1Q,LAM.ADCP,LAM.ADNP,LAM.ADNKA.CD107a,LAM.ADNKA.IFNg,LAM.ADNKA.MIP1b,LAM.ADNKA.TNFa,PPD.ADCP,PPD.ADNP,PPD.ADNKA.CD107a,PPD.ADNKA.IFNg,PPD.ADNKA.MIP1b,PPD.ADNKA.TNFa
PP13A08B_wk4_bal,PP13A08B,Week 4 Post-BCG,1.082417582,1.126637555,1.083333333,1.053380783,1.145089286,1.062874251,1.114649682,1.067669173,1.048327138,1.18627451,0.996336996,0.945205479,1.062381853,0.925675676,0.948314607,1.074898785,0.925266904,0.895953757,1.014372163,1.030351438,0.978873239,0.853543836,1.207885305,1.168949772,0.939325843,1.209486166,0.996309963,0.896258503,1.086,1.047752809,1.103585657,0.91954023,0.99556541,1.006329114,1.018903592,0.9390681,1.002,1.103825137,1.108187135,0.993846154,1.609467456,1.165271967,1.058823529,2.273049645,0.961656442,1.492099323,0.998759305,1.074468085,1.066978193,5.147757256,2.592930445,1.111363636,3.148547329,0.950083195,0.802877698,1.184441656,0.706375839,0.8407281,2.504504505,1.016447368,1.407467532,1.233799238,0.796875,0.941721854,1.108235294,1.028806584,21.57678571,1.352297593,1.128424658,1.038123167,1.293489861,0.937694704,0.949799197,1.281226054,0.939485628,1.135802469,1.10807601,1.056856187,0.966517143,1.294878083,0.90545809,1.2,0.939721793,1.001689189,1.204067461,0.965914649,0.927868852,0.978947368,0.959902795,0.922459893
13N022_wk9_bal,13N022,Week 9 Post-BCG,1.055421687,1.025096525,1.13253012,1.028960818,2.166666667,1.085561497,1.038575668,1.037300178,1.007462687,1,0.980599647,1.085470085,1.079207921,1.424295775,0.955375254,1.111353712,1.05,0.937716263,1.232789855,0.949848024,1.153246753,1.184391081,1.784615385,1.05465587,1.172979798,1.095115681,1,1.0651341,1.070422535,1.077956989,0.992063492,1.676898223,0.980263158,1.018711019,0.955390335,1.025782689,0.953389831,1.091085271,1.010238908,0.959627329,1.619631902,1.043147208,0.975247525,0.994940978,1.097222222,0.896149358,1.169590643,1.278637771,1.282857143,4.619750284,2.952325581,1.273641851,1.097909791,1.190923318,0.885869565,1.368804665,0.557029178,1.050526316,11.24760602,1.114630468,0.615015974,1.156295224,0.944847605,0.850649351,1.305405405,1.035904255,49.11545624,2.025993884,0.836526181,1.244807122,1.658854167,0.8546875,0.876494024,1.224752475,1.065068493,1.007722008,1.111111111,0.9796875,0.757227391,0.957922063,1.031105991,1.242236025,1.111492281,1.21372549,1.000806403,0.9487397,1.019843656,0.921568627,0.972972973,0.932065217
13N023_wk9_bal,13N023,Week 9 Post-BCG,1.203125,1.175619835,1.343971631,4.171768707,60.98226164,2.898907104,1.875362319,1.14516129,1.029668412,1.00177305,1.108892922,1.035911602,1.078694818,2.392508143,1.061674009,0.95766129,1.139312977,1.038535645,0.848093083,1.057632399,1.01010101,1.004790802,4.733333333,1.220858896,0.882168926,1.030150754,1.124763705,0.896721311,1.095238095,1.124293785,1.120817844,4.92459605,1.142857143,0.966597077,1.076363636,1.054794521,1.302272727,1.174911661,1.408783784,1.403389831,2.376518219,1.401727862,1.550251256,1.492283951,0.98381877,6.248283753,4.698363211,3.520518359,3.408934708,36.45378151,27.89628349,6.236877524,4.375624376,2.130268199,1.090492554,0.955835962,1.02457956,2.069230769,147.9271782,1.590960452,1.070143885,2.104895105,2.056122449,2.051622419,2.21875,9.338274933,222.812749,18.12820513,2.342465753,5.694520548,1.256540698,1.116057234,1.033018868,1.182108626,3.729200653,0.950191571,1.039877301,1.439153439,0.675126958,1.328662416,1.54136253,2.170616114,1.066465257,1.768316832,1.041003774,1.230892336,1.504329004,5.852631579,1.019790454,2.822384428
13N025_wk9_bal,13N025,Week 9 Post-BCG,1.019138756,1.097959184,1.13740458,1.054577465,1.118303571,1.039577836,1.115606936,0.989619377,1.005444646,0.957219251,0.97492163,1.019178082,1.011235955,1.022687609,0.963203463,0.980430528,0.934782609,0.972972973,0.745634017,0.915178571,0.845041322,0.802858071,1.085385878,1.04,1.0546875,1.018918919,1.037328094,1.069892473,0.911433172,1.016666667,0.996212121,1.090566038,1.130653266,0.974468085,0.963099631,0.929889299,1.122557726,1.05234657,1.227564103,1.13400335,1.849889625,1.28320802,1.145888594,5.404978038,1.005163511,2.67884131,2.925969448,1.541778976,1.182058047,23.11706783,8.879746835,1.41509434,2.87465374,1.245070423,0.971342383,1.171073095,1.0651341,0.964497041,0.893819334,0.883861237,1.155128205,0.905194805,1.255613126,1.145896657,1.117408907,1.101282051,1.306273063,1.135353535,1.188449848,1.210603829,0.823361823,1.113793103,0.832391714,0.893600617,0.921875,0.908424908,0.794117647,0.925278219,0.897472992,1.088421745,0.98456057,0.75483871,0.985714286,0.997876858,1.166495299,1.004039254,0.992437464,2.083333333,0.998742138,1.543715847
13N026_wk9_bal,13N026,Week 9 Post-BCG,1.200968523,1.122605364,1.527586207,2.494017094,422.9542334,148.5989011,1.93220339,2.775862069,1.029876977,1.071161049,0.98989899,1.024523161,1.253578732,24.70629371,5.080260304,0.939226519,1.31826742,0.923636364,1.145203111,1.035836177,1.06601467,0.935461802,22.76173285,4.102083333,1.059973924,1.138014528,1.154506438,0.921273032,1.007532957,1.130541872,1.250909091,35.15662651,6.796208531,1.131291028,1.724210526,1.048076923,1.15403423,1.051851852,1.049689441,1.212317666,33.6035503,9.90430622,1.177664975,1.384244373,1.044368601,6.792291221,2.120689655,1.782894737,2.181364393,26.42809365,12.04642166,3.743529412,2.338461538,1.437275986,0.821556886,1.145754119,1.853535354,4.204326923,947.7224199,206.9771127,2.087557604,7.884555382,6.367857143,2.27761194,4.904761905,18.77428571,630.0676923,245.1096121,4.294117647,17.10833333,1.043567052,1.064356436,1.79047619,1.406022845,365.4569733,12.77087794,1.483636364,2.994339623,0.658955827,1.186843662,2.821734986,3.641025641,1.135761589,2.876177658,1.393873466,1.166024898,1.6,9.174603175,1.011029412,3.528125
A12V044_wk9_bal,A12V044,Week 9 Post-BCG,1.070351759,1.049309665,1.207843137,1.046471601,1.355895197,1.526162791,1.149700599,1.175675676,1.047101449,0.984042553,0.955094991,1.02,0.95,1.279112754,0.997858672,1.021113244,1.12633452,1.060240964,1.167306216,1.035820896,1.246073298,1.232247481,1.419463087,1.145969499,0.941112323,1.218867925,1.079365079,1.031523643,0.916370107,0.922885572,0.966666667,1.443262411,0.922077922,1.08315565,1.040716612,1.015503876,1.065116279,1.122137405,1.3,0.994029851,1.312236287,1.433476395,1.119363395,1.166765438,0.981260647,1.362796834,2.007543103,1.438665358,1.921985816,13.97420781,7.956810631,1.432126697,1.517324874,0.97,1.130376344,1.275125628,1.578244275,1.30875576,3.596938776,2.219512195,1.727272727,2.288461538,1.215753425,0.996047431,1.366315789,1.139175258,12.4991511,3.52690167,1.448387097,2.928846154,1.078018576,0.86119403,1.038461538,0.959615385,1.112211221,0.972868217,0.850290698,1.247330961,0.714476603,1.109416014,1.012761021,0.703539823,1.160493827,1.149253731,1.148546671,1.086671932,1.011064278,1.570175439,0.901423877,1.305376344
A12V053_wk9_bal,A12V053,Week 9 Post-BCG,1.125319693,1.163561077,1.384615385,1.777969019,394.8905579,38.89945652,1.254054054,2.287822878,1.022222222,1.031192661,1.033726813,1.104519774,1.049450549,22.6445993,2.114155251,1.237991266,1.129533679,1.055555556,1.054160126,1.11627907,1.36631016,0.958510987,34.11129848,2.544018059,0.997630332,1.33994709,0.979439252,1.001763668,1.029090909,1.0234375,1.048042705,30.90976059,2.473067916,1.132631579,1.216027875,1.071713147,1.130630631,3.283950617,1.602739726,1.30408472,56.03177966,9.806741573,1.922897196,1.81986755,1.022648084,2.510166359,2.408653846,4.163900415,2.684855234,49.27056277,42.04198473,3.008287293,5.830812854,1.04670913,1.277688604,1.441269841,1.97639485,4.21007371,706.2852713,111.9643766,3.063186813,7.488607595,1.308743169,2.757790368,3.444656489,11.14911243,600.9565972,129.1644951,3.73046252,13.41144414,0.706984668,0.990228013,0.906122449,0.997088792,359.4405405,2.173038229,0.980712166,1.220483642,1.241448876,1.307435502,4.339912281,1.01512605,1.458128079,1.95215311,1.658593361,1.179775938,2.210526316,8.381443299,1.113744076,3.726130653
A12V057_wk9_bal,A12V057,Week 9 Post-BCG,1.055,1.050583658,0.99270073,1.077601411,1.030368764,1.14244186,1.046920821,1.016157989,1.012433393,0.888157895,1.006349206,0.994923858,0.945422535,1,1.056053812,0.967984934,1.044247788,1.036750484,0.921832884,1.049490539,0.867595819,0.791052237,1.032094595,1.079591837,0.918367347,0.954845815,0.894736842,1.055984556,1.105555556,0.966580977,1.084291188,1.117443869,0.993055556,0.949275362,0.990723562,1.134657837,0.979209979,1.059813084,0.863354037,0.934357542,0.971774194,0.960591133,1.015544041,0.980645161,1.051369863,0.996323529,0.90864799,0.892753623,1.108239095,5.602627258,2.700404858,1.03649635,0.95049505,0.894915254,1.049566295,1.167277167,1.374538745,1.250904704,1.048561151,1.207843137,0.903455285,0.94921875,1.266173752,0.896046852,1.138716356,0.966666667,1.309314587,0.984719864,0.948717949,0.86993007,0.867121849,0.99669967,0.805293006,0.951797386,0.903426791,1.057539683,0.967391304,1.138461538,1.033410034,1.013026964,0.908724832,0.837398374,1.361829026,0.936651584,1.010309324,0.932818683,1.112522686,1.510638298,0.984427141,1.268170426
A12V058_wk9_bal,A12V058,Week 9 Post-BCG,1.044334975,1.08203125,1.191011236,1.105719237,23.53418803,6.355191257,1.298192771,1.17032967,1.015706806,1.168241966,0.940540541,0.912371134,0.91913215,3.520905923,1.173553719,0.87432675,0.886524823,1.130879346,0.997435897,0.915343915,1.015503876,0.887445295,3.69375,1.171936759,1.060085837,0.935789474,1.022988506,1.034358047,0.974003466,0.997382199,1.141630901,4.225352113,1.147577093,1.071428571,1.065913371,1.029354207,1.078846154,1.123844732,1.052941176,1.139817629,11.77220077,4.602836879,1.173396675,1.152073733,0.995098039,3.838315217,3.881081081,1.658767773,1.415217391,13.62254902,7.212085308,2.05862069,3.272308401,1.282467532,1.0390625,0.834191555,0.86196319,1.133779264,110.7792208,5.335949765,2.227146814,1.351800554,1.200848656,1.271164021,1.468379447,1.251629726,194.2869875,37.09369369,2.871693122,2.369845361,0.756800871,0.86090776,0.744840525,0.768032787,2.018348624,0.932432432,0.956834532,0.992,0.705002426,1.114901466,1.447263017,1.852713178,1.119547658,2.08583691,0.985849968,1.057581954,1.225858369,2.838983051,0.97300216,1.967248908
A12V062_wk9_bal,A12V062,Week 9 Post-BCG,1,1.07628866,0.901360544,0.9408867,1.064516129,0.986376022,1.011494253,1.061594203,0.998242531,0.903171953,0.929623568,1.123893805,1.028846154,1.084452975,0.961373391,1.093617021,0.945355191,0.96780303,0.787412587,0.996721311,0.892448513,1.072576595,0.969305331,1.112334802,1.072948328,0.973282443,0.839669421,1.17132216,1.0228471,0.942857143,0.946534653,0.986013986,1.077092511,1.197309417,1.013207547,0.982954545,0.95890411,0.994392523,1.084690554,1.01552795,1.139393939,1.041975309,1.024752475,1.00166113,0.940894569,0.98630137,0.916267943,0.857541899,0.830687831,1.253968254,1.001751313,0.84375,1.026946108,0.981395349,0.906064209,1.136986301,0.667870036,0.8984375,1.305882353,0.778833107,1.035419126,0.914634146,0.949013158,1.083067093,1.296103896,1.061559508,2.02504817,0.932291667,0.833583208,0.967302452,0.808314088,0.832891247,0.815498155,0.872912128,0.826470588,0.93553719,0.971506106,0.89628483,1.366135667,0.939574467,1.005390836,1.03125,1,0.990566038,0.799821435,1.015782212,0.958799294,0.764044944,0.963768116,0.979289941
A12V066_wk9_bal,A12V066,Week 9 Post-BCG,1.002463054,0.988657845,1.047445255,1.018242123,11.38445378,1.258426966,0.960227273,1.02,1.012367491,1.104283054,0.974637681,1.008522727,0.91559633,3.412408759,1.136690647,1.10021322,1.132149901,0.996240602,1.193648335,1.137645108,1.020881671,1.294661385,4.228373702,1.116182573,1.012468828,1.186615187,1.096711799,1.080614203,0.88372093,1.076687117,1.088888889,3.339416058,1.092511013,0.913627639,1.25,1.109090909,1.084337349,0.986964618,0.980263158,1.124567474,3.443514644,1.089005236,1.005347594,0.984375,0.982935154,,,,,,,,,,1.019390582,0.874279123,1.17107943,0.939655172,100.8291457,2.084033613,0.943422914,1.919520548,0.96398892,0.991666667,1.014767932,1.267605634,123.8464419,5.829457364,1.010186757,1.773504274,0.619890434,1.00952381,0.945121951,0.862686567,1.608497724,1.094758065,0.826330532,0.9796875,0.987159229,1.006615809,1.011412268,0.667910448,1.226890756,1.112099644,1.182179129,1.104913763,0.929475588,0.7890625,0.954653938,1.11928934
A11V075_wk9_bal,A11V075,Week 9 Post-BCG,1.076732673,1.097029703,1.251879699,1.11627907,1.610328638,1.254237288,1.262295082,1.157342657,1,0.990601504,0.912521441,0.912280702,0.873370577,1.332743363,0.956431535,0.998084291,0.960714286,1.028056112,0.744594595,0.930489731,0.9569161,0.811709128,1.465546218,0.98880597,0.971394517,1.001285347,1.125,0.979522184,0.987364621,1.035911602,1.001976285,1.401360544,1.033412888,0.993657505,1.024118738,1.080550098,1.133187773,1.01048951,1.148648649,1.078341014,1.789237668,1.162790698,1.197402597,1.664640324,1.044982699,3.094003241,3.257575758,2.806060606,2.409405256,64.4697479,53.00252207,2.975501114,3.767942584,0.978589421,1.001420455,1.026054591,1.297413793,1.25059952,11.43759178,2.103825137,1.434782609,1.044642857,0.947368421,1.112535613,1.243852459,1.125,35.56410256,2.356401384,1.492537313,1.340673575,0.997155859,0.830725462,0.980722892,0.790731354,1.613861386,1.01171875,0.811320755,0.937704918,0.985162491,0.986496145,1.237463127,1.418918919,1.036395147,1.317757009,0.94581,1.053096317,1.530973451,4.223300971,1.051612903,2.461716937
A12V095_wk9_bal,A12V095,Week 9 Post-BCG,1.086633663,1.030991736,1.081081081,0.973244147,1.09047619,0.968085106,1.058479532,1.01431127,0.974315068,1.074410163,0.944237918,1.106849315,1.114503817,1.052823315,1.067873303,0.961065574,1.005514706,0.940384615,0.93914956,0.998447205,1.07875895,0.932321316,1.034602076,1.106753813,1.061968408,0.906024096,1.019305019,0.876760563,0.983606557,0.986225895,0.94686907,0.986111111,0.947478992,1.09922179,0.955479452,0.917883212,1.063781321,1.079044118,1.071174377,1.058536585,1.462715105,1.420365535,1.016746411,1.00304878,1.037337662,1.483974359,1.860619469,1.24738676,1.262642741,1.843360434,2.211740042,1.200913242,1.503121099,1.022580645,0.972527473,1.143258427,1.031045752,1.038901602,1.152920962,2.091412742,1.255462185,1.285950413,1.088282504,1.048850575,1.075848303,1.035211268,1.428057554,1.324427481,0.984567901,1.131964809,0.870264064,1.043189369,0.883268482,0.781337047,0.961481481,1.0625,0.821333333,0.897306397,0.751310771,1.129218713,1.003401361,0.817610063,1.097649186,1.080733945,1.189274597,1.012020798,0.982735724,1.471428571,1.020645161,1.159779614
A12V119_wk9_bal,A12V119,Week 9 Post-BCG,0.973621103,0.983739837,0.93115942,0.960548885,1.057553957,0.908616188,1,1.003502627,0.983754513,1.081881533,1.013605442,1.269592476,0.9743083,1.130188679,1.004347826,1.130242826,0.9375,1.04389313,1.051264045,1.050570962,1.016203704,0.99964583,0.991212654,1.16553288,0.83047619,0.915164369,0.90747331,1.056939502,0.927175844,1.082857143,1.294759825,1.047101449,0.864485981,1.130434783,0.920774648,0.954887218,0.993506494,1.11509434,1.099358974,1.133640553,1.122873346,1.11025641,1.036585366,1.365474339,1.072847682,1.548645938,1.534482759,1.293948127,1.246636771,1.617283951,1.323792487,1.321041215,1.208219178,1.2384,0.888020833,0.832535885,0.785016287,0.930741191,0.959876543,0.974271012,0.825710754,1.057692308,1.093023256,0.891855808,1.024038462,0.956852792,0.917073171,1.034246575,1.135678392,0.93704246,1.02962963,0.887850467,1.273657289,1.255639098,1.028862479,0.982071713,0.936925099,0.946127946,1.045615198,0.920353758,1.005272408,0.148194271,1.356294537,0.728915663,0.978203683,1.073778069,1.1416,1.273972603,1.039948454,0.907216495
A12V158_wk9_bal,A12V158,Week 9 Post-BCG,1.133004926,1.558935361,2.235294118,3.913559322,468.6502347,162.6183844,3.283707865,5.78018018,1.064748201,1.066666667,1.191901408,1.179419525,1.372681282,37.45470085,9.94143167,1.069902913,1.712746858,0.934046346,0.842105263,1.093603744,1.186206897,0.855555556,48.04201681,9.051652893,1.050997783,1.461375661,0.930656934,1.015873016,1.053191489,1.183937824,1.509124088,37.72241993,7.708830549,1.157563025,1.708411215,0.977358491,1.78388998,1.610510046,1.825581395,2.056521739,36.58683729,16.95391705,2.182978723,1.488095238,1.112654321,4.005755396,2.820353063,4.33933162,2.644278607,34.170282,10.33988764,3.7784522,4.583613917,1.690981432,1.383561644,4.07310705,6.855895197,31.97012802,1233.26779,387.372093,6.475290698,24.17888563,1.306818182,4.508819539,6.012711864,25.4969697,602.1808511,249.0387205,6.302547771,15.33147632,1.380175659,1.1264,1.097156398,2.137512639,418.1989708,20.59707724,1.090387374,3.865107914,1.348043416,1.55979277,2.701149425,3.268518519,1.116472546,2.305059524,1.458385074,1.454221249,2.187325905,11.46363636,1.066167291,5.51744186
A14V013_wk9_bal,A14V013,Week 9 Post-BCG,1.019417476,0.948863636,1.01459854,1.045045045,157.0929204,3.634020619,1.11884058,0.991197183,1.00877193,0.950680272,1.041292639,1.045945946,0.935153584,11.07495741,1.502392344,1.062753036,0.992673993,1.011406844,1.034379671,1.03869969,0.876190476,1.005991189,13.62413793,1.175238095,0.904712042,1.168719212,1.058287796,1.144578313,0.990601504,1.038567493,0.994475138,12.80366057,1.321266968,0.996124031,1.163841808,1.041904762,1.140319716,1.033112583,1.166163142,1.15625,8.6796875,1.657534247,1.16359447,1.495717345,1.119047619,2.94599018,1.56959707,2.453846154,1.507020281,13.53765324,11.23979592,2.5,1.584415584,1.216666667,0.98132005,0.867924528,1.341258741,1.269230769,282.7542857,5.45,1.078449905,1.96656535,1.067586207,1.492283951,1.197115385,2.553359684,436.2998102,50.02851711,1.36409396,4.205420827,1.029470529,0.876335878,1.057971014,0.894777266,150.2958199,1.265267176,0.865439093,1.185358255,0.85557197,1.125079997,1.547826087,2.218309859,1.084664537,1.673123487,1.32317936,0.928417861,1.258439402,3.463087248,0.933797909,2.596577017
A9V105_wk9_bal,A9V105,Week 9 Post-BCG,1.099056604,1.193877551,1.561403509,1.230769231,34.47276688,5.963687151,1.779661017,1.962134251,1.06360424,1.041071429,0.986230637,0.997584541,1.178861789,6.336483932,1.290993072,1.034068136,1.061452514,0.932055749,0.879268293,0.987480438,0.893842887,0.912668382,8.16636528,1.299610895,0.823242188,0.874285714,0.981412639,0.899130435,1.058219178,1.048843188,1.058939096,9.660447761,1.496583144,1.123015873,0.994584838,0.967863894,1.286666667,1.254125413,1.247734139,1.269890796,8.152610442,2.886792453,1.353658537,6.167987322,1.017628205,7.67254902,6.710651828,2.324858757,3.318367347,12.77238952,18.444,3.674698795,5.21878453,1.696428571,1.024783147,1.410714286,2.877338877,1.644254279,469.0344037,32.64042934,2.906367041,5.968852459,1.555905512,1.900568182,3.727482679,3.04040404,221.6305085,49.78803419,3.184732824,7.339434276,0.783157895,1.144736842,1.041343669,0.870696893,19.50082372,1.053941909,0.948138298,0.993355482,1.179276369,1.628425778,1.122065728,0.309557775,1.529032258,0.97,1.875909561,1.532646867,1.467710372,2.376,1.0125,2.136246787
DFA4_wk9_bal,DFA4,Week 9 Post-BCG,0.92345679,1.026052104,0.920689655,1.059566787,1.044585987,1.043227666,1.039039039,0.955801105,0.959252971,0.972318339,0.993220339,0.954301075,0.933085502,0.978964401,0.989177489,1,1.159574468,1.064030132,0.81086262,0.981944444,1.081632653,1.005138086,1.031198686,1.085106383,1,0.949095023,1.062030075,0.947916667,0.994923858,1.026785714,1.056818182,1.132827324,0.944915254,1,0.991007194,0.910714286,0.956834532,1.018050542,0.968421053,1.013311148,1.045174538,1.075067024,0.92722372,1.003407155,0.953020134,1.128266033,1.015576324,0.995260664,0.918887601,1.415366146,1.122282609,0.964401294,1.041062802,0.88127295,1.026890756,0.817974972,0.865671642,0.938331318,0.978417266,0.871069182,1.025991792,1.114155251,0.955954323,0.901234568,1.09009009,0.879581152,0.957044674,0.879282219,1.12244898,0.998518519,0.841946598,1.029126214,1.145124717,0.967927632,1.058601134,0.948339483,1.062146893,0.925081433,1.329029464,0.944129587,1.360887097,0.248624862,1.421307506,0.918055556,1.092077929,1.309741475,1.062579014,0.814285714,1.077987421,1.254957507
DFM3_wk9_bal,DFM3,Week 9 Post-BCG,1.075060533,1.08559499,0.978723404,1.056105611,1.085903084,0.882051282,1.11747851,1.052727273,0.961335677,1.117424242,1.038022814,0.95212766,0.973684211,1.084291188,1.009302326,1.049586777,1.016981132,1.020754717,1.193548387,1.069444444,1.188235294,1.111032532,1.172231986,1.142268041,1.147522523,0.946666667,0.892857143,0.951585977,0.952941176,0.909793814,1.192719486,1.041237113,1.054704595,1.063318777,1.029574861,1.018382353,0.989247312,0.9664903,0.938110749,1.011235955,1.078350515,1.070351759,1.120906801,1.068690096,0.950900164,1.478378378,0.931435964,1.227027027,1.11577424,2.106349206,1.473782772,1.352818372,1.258928571,0.960122699,1.463448276,1.146938776,1.293069307,1.497493734,1.467532468,1.741509434,1.143678161,1.411366712,1.049707602,0.986706056,1.166666667,0.965240642,2.5433213,0.933219178,1.013157895,1.133217993,1.130847029,1.02359882,0.833017078,1.153041825,1.049441786,1.013157895,0.868811881,1.009118541,1.059224497,0.874029026,0.959048877,1.244444444,1.268412439,1.375342466,1.269584334,1.013275503,0.999404052,1.107142857,0.975524476,0.978201635
DFN5_wk9_bal,DFN5,Week 9 Post-BCG,1.025906736,1.026804124,0.9390681,0.989726027,0.934736842,1.034482759,0.964809384,1.03074141,1.036363636,1.009451796,0.93442623,1.166163142,1.005639098,0.90942029,0.972286374,1.02016129,0.944237918,0.894160584,0.780638517,0.912592593,0.883945841,0.860100647,0.975884244,0.791139241,0.828197946,0.961693548,0.826018809,1.058270677,1.001795332,1.034985423,1.066162571,1.044407895,1.038071066,1.065502183,1.155069583,1.009541985,0.944690265,1.007751938,0.977346278,1.031096563,1.044397463,1.016042781,0.964959569,1.072695035,1.027118644,,,,,,,,,,0.825291181,0.986772487,0.696666667,1.20875,1.13740458,0.928321678,1.111850866,0.961832061,1.146341463,0.885135135,1.037914692,1.068914956,1.075247525,1.111788618,0.807692308,1.007788162,0.885088188,0.99009901,0.761165049,0.896940419,0.970989761,0.856603774,0.811170213,1.050653595,1.531241783,1.429725277,0.979166667,0.674641148,1.1,0.864583333,1.290170634,1.4601118,1.193263833,0.936842105,1.044619423,1.168674699
DFR4_wk9_bal,DFR4,Week 9 Post-BCG,0.979118329,0.992156863,1.094202899,1.085910653,37.31333333,8.652849741,1.008426966,1.05615942,0.945017182,1.017301038,0.884745763,0.923261391,1.005272408,3.747588424,1.430803571,1.054325956,1.063405797,0.907180385,0.951489951,0.971768202,1.05060241,0.887906536,6.579047619,1.633554084,0.899033298,0.997770346,0.870748299,0.955479452,1.074074074,0.897058824,1.080082136,3.993197279,1.461538462,1.083507307,1.033962264,1.10546875,1.148063781,1.097014925,1.155115512,1.174603175,5.813819578,1.839622642,1.126582278,1.141891892,1.141233766,3.345565749,1.704225352,1.4,1.355661882,8.698681733,3.757719715,1.513953488,1.359934853,1.17781155,1.04867872,1.468299712,1.108742004,1.375296912,227.7654135,33.60746269,1.093667546,1.949206349,0.987412587,1.205499276,1.058365759,1.689393939,226.3844857,67.90514469,1.246031746,3.651558074,0.917647059,0.976047904,0.917322835,0.83996613,16.46376812,2.136538462,1.1953125,1.257769653,1.119152702,1.265516722,1.062228654,0.298479087,1.223529412,1.051181102,1.748441659,1.163938865,1.197715917,1.560747664,0.981912145,1.494623656
DFV9_wk9_bal,DFV9,Week 9 Post-BCG,1.328165375,1.393596987,1.72556391,1.339285714,227.8497942,43.88674033,2.133704735,1.371428571,0.993254637,1.093069307,1.131810193,1.125373134,1.143442623,15.86572438,2.574944072,1.114228457,0.998347107,1.05513308,0.967943706,0.929088278,1.002314815,1.019373454,16.9669967,2.536082474,0.939150402,0.961583236,0.977229602,1.123574144,1.118644068,1.051575931,1.00525394,13.70630631,2.093275488,1.007874016,1.233532934,0.910839161,1.002309469,1.055147059,1.076388889,0.987261146,11.70550847,3.091811414,1.12335958,1.054145516,1.003389831,4.498233216,4.65364851,5.719211823,6.289786223,100.7679426,19.52778905,5.887262079,4.861926606,2.13547486,2.038352273,1.903095559,3.18161435,2.275862069,783.304038,102.8952043,2.800565771,5.533639144,2.29516129,1.662484316,1.876660342,2.756345178,409.2912088,98.02120141,2.155688623,5.056034483,0.809405941,0.996710526,1.024291498,0.893911439,217.7671233,2.338289963,0.803947368,1.190721649,1.502701564,1.205805268,6.009852217,2.290672451,1.788018433,3.475213675,1.27022116,1.401479787,2.194092827,7.907407407,1.080783354,4.052910053
DGFT_wk9_bal,DGFT,Week 9 Post-BCG,0.981132075,0.897959184,0.981343284,0.938110749,0.953191489,0.954301075,0.959537572,0.939716312,0.980496454,0.943957968,0.958855098,1.107329843,1.071984436,0.949300699,0.943722944,1.075117371,0.944543828,1.10626186,1.314285714,1.053797468,1.066666667,1.146844899,0.920634921,0.972043011,1.06127451,1.092993631,0.954225352,1.058928571,0.948453608,1.206214689,1.074946467,1.061403509,0.929184549,1.12936345,0.980215827,0.943119266,1.057416268,1.089147287,0.892857143,1.003215434,0.979633401,1.024038462,1.109859155,0.962601626,0.943573668,0.924219911,0.987194412,0.884393064,0.955384615,0.8674189,0.899641577,0.952380952,0.913425345,0.947030498,0.630276565,1.231839258,0.722551929,1.040048544,1.215116279,0.908450704,1.205928237,0.944293478,1.131868132,1.193979933,1.013043478,1.055975794,1.157323689,1.155109489,0.893023256,0.927792916,1.076234928,1.059121622,1.030232558,1.157738095,1.243986254,0.995867769,0.875471698,1.23880597,1.324719922,1.1348638,4.227979275,0.019881085,1.934826884,0.061647362,1.041961146,1.534356479,1.340782123,1.0875,1.081118881,0.841269841
