Sample,Animal,Timepoint,Mpt64.IgG1,HspX.IgG1,GroES.IgG1,PPD.IgG1,LAM.IgG1,PstS1.IgG1,Ag85A.B.IgG1,Apa.IgG1,EBOV.GP.IgG1,Mpt64.IgG2,HspX.IgG2,GroES.IgG2,PPD.IgG2,LAM.IgG2,PstS1.IgG2,Ag85A.B.IgG2,Apa.IgG2,EBOV.GP.IgG2,Mpt64.IgG3,HspX.IgG3,GroES.IgG3,PPD.IgG3,LAM.IgG3,PstS1.IgG3,Ag85A.B.IgG3,Apa.IgG3,EBOV.GP.IgG3,Mpt64.IgG4,HspX.IgG4,GroES.IgG4,PPD.IgG4,LAM.IgG4,PstS1.IgG4,Ag85A.B.IgG4,Apa.IgG4,EBOV.GP.IgG4,Mpt64.IgA,HspX.IgA,GroES.IgA,PPD.IgA,LAM.IgA,PstS1.IgA,Ag85A.B.IgA,Apa.IgA,EBOV.GP.IgA,Mpt64.IgM,HspX.IgM,GroES.IgM,PPD.IgM,LAM.IgM,PstS1.IgM,Ag85A.B.IgM,Apa.IgM,EBOV.GP.IgM,Mpt64.R2A,HspX.R2A,GroES.R2A,PPD.R2A,LAM.R2A,PstS1.R2A,Ag85A.B.R2A,Apa.R2A,Mpt64.R3A,HspX.R3A,GroES.R3A,PPD.R3A,LAM.R3A,PstS1.R3A,Ag85A.B.R3A,Apa.R3A,Mpt64.C1Q,HspX.C1Q,GroES.C1Q,PPD.C1Q,LAM.C1Q,PstS1.C1Q,Ag85A.B.C1Q,Apa.C1Q,LAM.ADCP,LAM.ADNP,LAM.ADNKA.CD107a,LAM.ADNKA.IFNg,LAM.ADNKA.MIP1b,LAM.ADNKA.TNFa,PPD.ADCP,PPD.ADNP,PPD.ADNKA.CD107a,PPD.ADNKA.IFNg,PPD.ADNKA.MIP1b,PPD.ADNKA.TNFa
A11V075_wk4_bal,A11V075,Week 4 Post-BCG,1.277227723,1.306930693,1.421052632,1.164451827,17.55868545,2.050847458,1.393442623,1.213286713,0.96797153,1.003759398,1.010291595,0.954887218,0.934823091,2.005309735,1.078838174,0.965517241,1.096428571,1.002004008,0.914864865,0.966824645,1,0.772228784,3.08907563,1.240671642,0.862932062,0.974293059,1.125,0.967576792,1.007220217,1.116022099,1.130434783,2.102040816,1.217183771,1.029598309,0.93135436,1.049115914,1.462882096,1.25,1.459459459,1.150537634,7.114349776,1.660465116,1.363636364,1.232016211,1.027681661,9.36547812,13.39393939,5.909090909,6.952973721,126.1890756,75.45271122,6.503340757,8.324162679,1.573047859,1.683238636,1.387096774,1.543103448,1.423261391,57.10425844,3.486338798,2.457880435,1.358418367,2.857894737,1.829059829,2.360655738,1.912234043,88.36217949,9.437716263,2.943283582,2.220207254,1.10182025,0.987197724,1.113253012,1.073135409,43.8349835,1.27734375,0.946091644,1.116393443,0.950219447,0.845404114,1.690265487,1.304054054,1.128249567,1.427570093,0.717832943,1.0741999,1.509481669,4.776699029,1.047741935,2.357308585
A12V095_wk4_bal,A12V095,Week 4 Post-BCG,0.967821782,1.02892562,1.054054054,0.991638796,1.10952381,0.95212766,1.052631579,1.023255814,0.965753425,0.978221416,1,1.032876712,1.051526718,0.969034608,1.06561086,0.975409836,0.933823529,0.984615385,1.108504399,1,1.097852029,0.96036264,0.98615917,1.089324619,0.939246659,0.897590361,1.086872587,1.075704225,0.994535519,0.950413223,0.990512334,0.972222222,0.894957983,0.994163424,0.952054795,1.005474453,1.01594533,1.038602941,1.117437722,1.050406504,1.445506692,1.498694517,0.880382775,0.913109756,0.967532468,0.75,0.683628319,1.149825784,0.985318108,0.603794038,1.389937107,0.844748858,0.820224719,0.869354839,0.964285714,1.084269663,0.831699346,0.845537757,0.962199313,1.673130194,1.142857143,1,0.963081862,0.933908046,0.968063872,1.170422535,1,1.242366412,0.848765432,0.967741935,0.923650976,1.234219269,1.087548638,0.852367688,0.924444444,1.164583333,0.929333333,1.062289562,0.948304191,1.103264474,0.996598639,0.748427673,1.146473779,0.933944954,0.915604876,1.035245065,1.008632138,1.357142857,1.049032258,1.024793388
A12V119_wk4_bal,A12V119,Week 4 Post-BCG,0.940047962,1.004065041,1,0.97084048,1.227817746,0.973890339,1.039877301,1.008756567,1.014440433,1.008710801,1.037414966,1.144200627,1.06916996,1.237735849,1.043478261,1.04415011,0.961805556,1.007633588,0.985955056,1.017944535,1.027777778,0.897113512,1.07029877,1.206349206,0.82,0.90349947,0.957295374,1.014234875,0.987566607,0.994285714,1.174672489,1.22826087,0.960280374,0.923395445,0.904929577,0.969924812,1.235930736,1.218867925,1.08974359,1.13671275,1.531190926,1.164102564,1.146341463,1.685847589,1.021523179,2.534603811,2.344827586,1.613832853,1.467862481,3.24691358,1.973166369,1.678958785,1.742465753,1.2352,0.923177083,0.848086124,0.842019544,0.899149453,2.908950617,1.186963979,0.975278121,1.094674556,1.136212625,1.046728972,1.252403846,1.043147208,1.606504065,1.241438356,0.943048576,0.963396779,1.430936819,0.856697819,1.071611253,1.081203008,1.010186757,0.990039841,0.921156373,1.013468013,1.038366879,1.087474275,0.845342707,0.168119552,1.465558195,0.588855422,1.065304401,1.152049423,1.1144,1.671232877,1.077319588,1.161512027
A12V158_wk4_bal,A12V158,Week 4 Post-BCG,1.359605911,3.283269962,3.494809689,11.93898305,597.3943662,184.7855153,4.769662921,9.540540541,0.974820144,1.081081081,1.531690141,1.269129288,1.871838111,36.41709402,11.83947939,1.293203883,2.136445242,0.973262032,0.931848853,1.439937598,1.524137931,0.865350877,37.1210084,15.61570248,1.016629712,1.858201058,1.074817518,1.072310406,1.304964539,1.313471503,1.759124088,30.21886121,8.749403341,1.226890756,1.85046729,1.026415094,3.371316306,2.58423493,3.296511628,3.142028986,32.72943327,15.64285714,3.64893617,1.463203463,1.140432099,6.166906475,7.434060228,3.940874036,4.104477612,61.4132321,14.43820225,4.617602428,3.928170595,2.136604775,2.112633181,13.31853786,13.85152838,79.60312945,1355.456929,357.5199336,13.72965116,33.85923754,3.349431818,13.45725916,14.31991525,53.46060606,576.8662614,242.5084175,10.44904459,22.51671309,1.102885822,1.1168,1.04028436,2.222446916,446.7169811,32.63465553,1.034433286,4.347122302,1.534806097,1.494459698,7.17752235,11.06481481,1.642262895,5.267857143,1.294200149,1.613234727,3.091922006,17.83636364,1.072409488,7.665697674
A14V013_wk4_bal,A14V013,Week 4 Post-BCG,2.048543689,2.712121212,2.912408759,12.24504505,627.1460177,73.32989691,3.579710145,3.073943662,1.045614035,1.054421769,1.333931777,1.086486486,1.37883959,29.0153322,3.4784689,1.129554656,1.919413919,1.024714829,1.131539611,1.10371517,1.013333333,1.072599119,32.17931034,2.44952381,0.914136126,1.534482759,0.925318761,1.084337349,1.360902256,1.192837466,1.49907919,34.19966722,3.416289593,1.112403101,2.133709981,1.032380952,3.307282416,1.778145695,2.16918429,2.160714286,49.16796875,5.321917808,2.246543779,3.186295503,1.258730159,18.72667758,11.39010989,33.46923077,8.235569423,49.12434326,53.01785714,31.375,7.394480519,2.1,2.075965131,5.097484277,2.433566434,27.25854701,1066.236571,140.7419355,3.504725898,23.70668693,5.488275862,18.78240741,9.100961538,43.00131752,685.9696395,174.9752852,8.927852349,29.38088445,1.06993007,1.154198473,1.246376812,2.722734255,608.9453376,9.167938931,1.09631728,8.831775701,1.296493097,1.284440595,11.91304348,24.64788732,1.766773163,11.937046,0.973945019,1.824850644,3.669064748,18.59731544,1.18815331,8.410757946
A9V105_wk4_bal,A9V105,Week 4 Post-BCG,1.294811321,1.46122449,1.898245614,1.622073579,236.0936819,21.91340782,2.302259887,3.215146299,1.035335689,1.078571429,1.084337349,0.845410628,1.130081301,14.4120983,1.969976905,1.118236473,1.150837989,0.888501742,1.018292683,1.178403756,1.078556263,1.106099591,20.28390597,1.873540856,0.890625,1.217142857,0.972118959,0.99826087,0.974315068,1.041131105,1.166994106,19.15671642,1.719817768,0.994047619,1.086642599,1.011342155,1.508888889,1.861386139,1.752265861,1.530421217,28.74297189,5.910377358,2.058536585,3.461172742,1.0625,16.2,15.97774245,3.211864407,4.715646259,31.91943684,52.262,4.522891566,7.458563536,2.932142857,1.46716233,1.963010204,5.515592516,6.514669927,941.4747706,103.2826476,6.292134831,15.53442623,2.157480315,2.59375,4.872979215,5.505050505,339.7491525,75.24786325,4.670229008,11.89517471,1.007368421,1.116776316,1.012919897,1.046179681,241.8764415,1.570539419,0.882978723,1.196013289,1.102636871,1.141841571,2.284820031,0.619115549,1.195698925,1.686666667,1.219138835,1.333528374,1.40704501,3.464,0.98125,2.179948586
DFA4_wk4_bal,DFA4,Week 4 Post-BCG,0.982716049,0.967935872,1.020689655,1.104693141,0.993630573,1.106628242,1.039039039,1.064456722,0.960950764,1.01384083,0.93220339,1.043010753,1.005576208,0.80420712,1.028138528,0.927710843,1.170212766,1.020715631,1.157827476,0.994444444,1.020408163,1.140012845,0.950738916,1.065957447,0.995004995,0.990950226,1.077067669,0.963541667,0.957698816,0.991071429,1.018939394,1.089184061,0.997881356,1.048625793,0.947841727,0.933928571,1.055155875,1,1.024561404,1.023294509,1.030800821,1.026809651,1,0.925042589,1.060402685,1.302850356,1.151609553,1.021327014,0.988412514,1.900360144,1.767663043,0.988673139,1.34057971,0.947368421,1.23697479,0.845278726,1.01119403,1.010882709,0.926258993,0.798742138,1.002735978,1.158295282,1.15497553,0.897119342,1.211711712,0.996073298,0.89862543,0.874388254,0.853741497,0.908148148,0.936692506,1.129449838,1.065759637,1.148026316,1.056710775,1.022140221,1.076271186,1.09771987,1.264904904,0.942775142,1.211693548,0.192519252,1.263922518,0.786111111,0.967775265,1.264661703,0.951959545,0.85,1.036477987,1.16713881
DFM3_wk4_bal,DFM3,Week 4 Post-BCG,0.958837772,1.022964509,0.989361702,0.981848185,1.200440529,0.979487179,0.979942693,1.04,0.956063269,1.013257576,1.102661597,1.188829787,0.986842105,1.147509579,1.018604651,1.049586777,0.981132075,1.035849057,1.204563336,1.00154321,0.983529412,1.107496464,1.181019332,1.037113402,1.001126126,1.053333333,1.041071429,0.949916528,0.951260504,1.048969072,1.182012848,1.149484536,0.984682713,1.034934498,0.998151571,0.922794118,0.88172043,0.982363316,1.140065147,1.024077047,1.224742268,1.060301508,1.113350126,1.071884984,0.996726678,1.275675676,1.156532988,1.264864865,1.082489146,2.876190476,1.63670412,1.513569937,1.15327381,1.04601227,1.233103448,1,1.025742574,1.243107769,1.214285714,1.343396226,1.26091954,1.294993234,1.114035088,1.098966027,0.956140351,1.129679144,7.74368231,0.933219178,0.972039474,1.240484429,1.205436157,1.067846608,1.144212524,1.1121673,1.020733652,0.929276316,0.95049505,0.955927052,1.102030507,0.804140092,0.92998679,0.859259259,1.031096563,1.063013699,1.076673843,0.899277322,0.991656734,0.94047619,0.928904429,1.068119891
DFN5_wk4_bal,DFN5,Week 4 Post-BCG,1.046632124,1.072164948,0.903225806,1.035958904,0.993684211,1.017241379,0.970674487,0.992766727,1.012727273,1.107750473,1.012750455,1.238670695,1.007518797,0.989130435,1.009237875,0.897177419,1.063197026,0.936131387,0.851184346,1.114074074,1.034816248,0.956721783,0.918006431,0.887658228,1.027077498,0.921370968,0.87460815,1.011278195,1.091561939,1.224489796,1.075614367,0.917763158,1.007614213,1.113537118,1.111332008,1.06870229,1.008849558,1.058139535,0.957928803,1.06710311,1.012684989,1.021390374,0.997304582,1.014184397,0.998305085,,,,,,,,,,1.038269551,0.875661376,0.865,0.87875,1.055343511,1.036713287,1.290279627,0.888040712,1.110569106,0.891891892,1.17535545,1.118768328,1.136633663,1.079268293,0.985576923,1,0.887226082,1.028052805,0.852427184,1.05394525,0.957337884,0.886792453,0.917553191,1.019607843,1.227389725,1.370241481,1.026041667,0.995215311,1.038297872,1.079166667,1.192137248,1.379077187,1.193263833,1.189473684,1.124671916,1.232931727
DFR4_wk4_bal,DFR4,Week 4 Post-BCG,0.951276102,1.047058824,1.057971014,1.049828179,71.21333333,19.34715026,1.04494382,1.036231884,0.974226804,1.096885813,0.955932203,0.904076739,0.992970123,6.284565916,1.676339286,1.036217304,1.036231884,0.977232925,0.909216909,0.985141159,1.084337349,0.940006315,8.59047619,1.909492274,0.91084855,0.965440357,0.886054422,0.991438356,1.096296296,0.948529412,1.145790554,5.931972789,1.557692308,1.081419624,1.062264151,1.09765625,1.186788155,1.156716418,1.339933993,1.06984127,7.049904031,2.396226415,1.116455696,1.442567568,1.230519481,4.923547401,3.851330203,1.329411765,1.496012759,14.09039548,7.992874109,1.827906977,2.254071661,1.212765957,0.949930459,1.145533141,1.142857143,0.997624703,284.9263158,58.64477612,1.126649077,3.065079365,1.074125874,1.215629522,1.031128405,1.382575758,254.8650927,95.43247588,1.020634921,3.21529745,1.207647059,1.032934132,1.019685039,1.134631668,113.5233494,5.242307692,1.15,1.614259598,1.115982002,1.104954141,0.839363242,0.296577947,0.858823529,1.066929134,1.528352525,1.243871746,1.146324054,1.345794393,1.010335917,1.427419355
DFV9_wk4_bal,DFV9,Week 4 Post-BCG,4.328165375,7.148775895,6.571428571,3.670454545,284.037037,76.60220994,6.111420613,2.539285714,1.059021922,1.39009901,1.898066784,1.626865672,1.407786885,16.62014134,4.156599553,1.330661323,1.262809917,1.02851711,1.003909304,1.481910275,1.252314815,1.162819456,23.93069307,4.760824742,0.966704937,1.051222352,1.045540797,1.16730038,1.627118644,1.320916905,1.068301226,17.96036036,3.600867679,0.988188976,1.385229541,0.949300699,1.487297921,2.099264706,2.173611111,1.353503185,25.77542373,7.612903226,1.813648294,1.258883249,1.013559322,18.3975265,17.8602261,21.43349754,16.30047506,125.9138756,49.30344828,12.90483163,8.197706422,4.906424581,12.67897727,25.27187079,17.36547085,13.35344828,794.3895487,105.1687389,15.37340877,11.57492355,23.72580645,27.64868256,19.87666034,15.96700508,508.5934066,136.3409894,20.89820359,16.83045977,0.834158416,1.083881579,0.748987854,0.930811808,328.4212329,3.477695167,0.757894737,1.137457045,1.113751552,1.104543324,6.371100164,3.199566161,1.428571429,4.38974359,0.768259578,1.433644267,1.94092827,7.305555556,1.029375765,3.510582011
DGFT_wk4_bal,DGFT,Week 4 Post-BCG,0.983490566,0.875695733,0.951492537,0.941368078,1.00212766,0.946236559,0.959537572,0.99822695,0.971631206,1.03502627,0.908765653,0.971204188,1.128404669,0.91958042,1.006493506,1.262910798,0.966010733,0.925996205,1.027027027,1.090189873,0.935416667,0.999606841,0.907936508,0.972043011,1.066176471,1.099363057,0.987676056,1.035714286,0.946735395,1.031073446,1.083511777,0.961403509,0.927038627,0.928131417,1.025179856,0.939449541,1.014354067,1.044573643,0.857142857,1.017684887,0.99796334,0.951923077,1.14084507,0.926829268,0.89968652,0.991084695,0.97322468,0.939306358,1.064615385,1.17348378,0.910394265,0.960662526,0.969887077,0.993579454,1.151382824,1.329211747,0.99851632,0.925970874,1.255813953,1.154929577,1.238689548,0.933423913,1.274725275,1.076923077,1.047826087,1.140695915,1.144665461,1.031021898,0.908527132,1.058583106,1.168028005,1.013513514,1.104651163,1.254464286,1.151202749,1.02892562,0.957232704,1.14738806,1.499270432,1.182309391,2.388601036,0.052954292,1.221995927,0.075675676,0.915075246,1.351106041,5.472067039,2.55,1.123076923,1.450793651
DGFV_wk4_bal,DGFV,Week 4 Post-BCG,1.067010309,1.099173554,1.055555556,0.954621849,0.990825688,1.032352941,0.997032641,0.969479354,1.051136364,1.028571429,0.98951049,1.292307692,1.06805293,1.113636364,1.027027027,0.984189723,1.005649718,1.03364486,1.080515298,1.087662338,0.902934537,0.824596774,1.037037037,1.0078125,1.061146497,0.992857143,1.012773723,0.956912029,1.019685039,0.91576087,1.042635659,1.092156863,1.070135747,0.948207171,1.029143898,1.013232514,0.976133652,0.933774834,1.240174672,1,1.017316017,1.002645503,1.033898305,0.94892916,0.932231405,0.738738739,0.887755102,0.971631206,1.072695035,0.817869416,1.027027027,0.879177378,0.914675768,1,1.096439169,0.800910125,1.070212766,1.026252983,1.052539405,1.026070764,0.951181102,0.928366762,0.957910015,0.95494186,0.873727088,0.946768061,1.032128514,1.016304348,0.99068323,0.88372093,1.077044025,1.089285714,1.081858407,1.104,0.922018349,0.978805395,0.960493827,1.074010327,1.401827087,1.156537375,0.883378016,0.260416667,1.129955947,0.916370107,1.093082918,1.608794058,0.494385965,1.024793388,0.94638404,0.79015544
DGGG_wk4_bal,DGGG,Week 4 Post-BCG,0.994974874,0.943887776,1.097046414,0.984126984,0.939203354,1.083850932,0.978461538,0.936507937,1.047445255,0.860465116,1.105263158,1.160493827,0.904942966,0.975,0.971175166,1.032064128,0.895220588,0.998091603,1.268211921,0.859504132,0.972916667,1.314531755,1.104562738,1.019027484,0.943820225,0.980209546,0.852348993,1.021466905,1.037174721,1.026954178,1.062615101,0.926710098,1.06175772,1.088932806,0.960573477,0.992015968,0.911111111,0.987108656,0.953947368,1.009771987,1.092105263,0.927536232,0.864321608,1.051194539,1.048526863,0.761829653,0.775862069,1,0.845714286,1.232704403,1.066532258,0.769076305,0.904477612,0.909090909,0.844101124,1.15954416,0.759259259,0.872235872,1.077601411,1.05065666,1.049861496,0.997005988,1.093577982,0.862619808,0.823943662,1.051873199,0.972727273,0.987108656,1.028368794,1.056910569,0.509433962,1.076923077,1.03030303,0.833798883,1.050505051,0.9943074,0.804320203,1.003395586,1.142203502,1.010178777,0.940246046,0.765,1.165480427,0.861456483,0.835119684,0.932450434,1.037091988,1.163043478,1.061173533,1.11827957
DGHR_wk4_bal,DGHR,Week 4 Post-BCG,1.00243309,0.984466019,1.010791367,0.961730449,1.017777778,0.930481283,1.029411765,0.961805556,0.974637681,1.098513011,0.954545455,0.914081146,0.933450088,1.030141844,1.085011186,1.078431373,0.957371226,0.971171171,0.75501771,0.947994056,0.947019868,0.886657102,1.076923077,0.977366255,0.958785249,0.918141593,0.931531532,1.134615385,1.070175439,0.901477833,0.91588785,1.152091255,1.126213592,1.060796646,0.899653979,0.994186047,1.046979866,1.014705882,1.061643836,0.986885246,1.064049587,1.098404255,1.021621622,1.101160862,0.986710963,2.012371134,1.435251799,1.376811594,1.271428571,2.135972461,1.618823529,1.296703297,1.318333333,1.388059701,1.359872611,1.140562249,1.081677704,0.837772397,1.234875445,0.979351032,1.290849673,0.967407407,0.933014354,0.996996997,1.059360731,0.982804233,1.106317411,0.900763359,1.102564103,1.099315068,1.058905059,1.012539185,1.027459954,0.959893048,1.043010753,1.189956332,1.134670487,1.035897436,1.076757236,1.087405215,1.407488987,0.190283401,1.441176471,0.67807154,1.063353478,1.521592792,1.119685039,1.264705882,1.100253807,1.272727273
DGIT_wk4_bal,DGIT,Week 4 Post-BCG,0.942168675,1.015810277,1,0.944162437,1.162393162,1.008130081,0.974431818,0.955035971,0.969858156,1.09596929,0.917431193,1.243967828,0.975700935,1.183600713,1.160839161,1.028340081,1.059047619,0.941281139,1.221100917,1.141638225,1.174934726,1.524104683,1.156089194,1.034632035,1.176334107,1.075983718,1.150905433,1.050522648,1.037769784,0.975935829,0.938271605,1.107638889,0.997826087,1.020576132,0.928571429,0.958105647,1.037109375,1.012280702,1.018808777,1.026645768,1.222689076,1.173126615,1.092269327,0.97704918,1.025806452,1.240700219,1.131531532,1.167235495,1.092657343,1.723055935,1.649509804,1.216145833,0.90296496,1.045088567,1.344370861,1.113342898,1.0327654,1.063192905,2.036879433,1.126187246,0.957420925,0.948379352,1.0576,0.951251647,0.675521822,1.201560468,12.17749604,2.2406639,0.95269168,1.196793003,1.119546742,0.8921875,0.670520231,1.305555556,0.9,0.786516854,0.948480845,0.936708861,0.827379824,0.955605185,1.082386364,0.967479675,1.099437148,1.186813187,1.001779885,0.912908691,1.137739345,1.476744186,0.992848629,1.396825397
DGJB_wk4_bal,DGJB,Week 4 Post-BCG,1.308457711,1.72244898,2.098684211,8.425170068,744.300905,327.2234637,2.946107784,7.802919708,1.050089445,1.10326087,1.223021583,1.288088643,1.680154143,35.02721088,15.59911894,1.165692008,2.541501976,1.045725646,1.206848358,1.085545723,1.172866521,1.165381818,49.84280936,16.06336634,0.980769231,2.093220339,0.998113208,1.05785124,1.194158076,1.092544987,1.849056604,40.59749553,17.82142857,1.084210526,2.323943662,0.917137476,4.902325581,1.228318584,1.345890411,1.5828125,55.05566219,21.44334975,1.345549738,1.466666667,1.053872054,25.77083333,11.97310127,4.319088319,6.162666667,122.2210884,65.16666667,5.830022075,6.050245098,2.717011129,1.653743316,3.240932642,6.52886836,31.81124498,1618.333879,542.9191489,7.420382166,33.29514825,3.33243607,11.57261411,12.42009132,43.56349206,961.6320423,486.2279152,10.05206738,40.64634146,1.066061523,1.086178862,1.059259259,2.295744681,551.1486014,138.9141631,0.933333333,8.830449827,1.290939784,1.439755515,7.436762226,4.921875,1.23465704,6.403940887,1.057997741,1.7958995,2.491513917,13.03370787,1.215782984,5.547692308
DGJR_wk4_bal,DGJR,Week 4 Post-BCG,0.944844125,0.986055777,1.040892193,0.994755245,0.995689655,0.969187675,1.01183432,1.017667845,0.998148148,1.106122449,1.020676692,0.853233831,0.984496124,1.050561798,1.139479905,1.031914894,1.120792079,0.963671128,1.039201711,1.117647059,1.032967033,1.033044708,0.958949097,1.059670782,1.029567054,1.016163793,1.031775701,1.024208566,1.03250478,1.086350975,0.956356736,1.109123435,1.053658537,1.033613445,0.922535211,0.868613139,0.96473029,0.920415225,0.884615385,0.905775076,1.134693878,0.997461929,0.935,1.85477707,1.006700168,1.27613941,1.44966443,1.575163399,1.206586826,5.527624309,2.784070796,1.16015625,1.226565971,1.107575758,1.19109462,1.122093023,1.051485149,1.044226044,1.172354949,1.277899344,0.950437318,1.098765432,0.920508744,0.984397163,1.060796646,0.998552822,0.92109777,1.099601594,1.020408163,1.088150289,1.619182613,0.882183908,1.028017241,1.194023387,1.123595506,0.969574037,0.918444166,0.944444444,0.806133474,1.117093934,0.918781726,0.93814433,1.047297297,0.776923077,1.004872603,1.110162548,1.000731529,1.185185185,0.982521848,1.069387755
DGLF_wk4_bal,DGLF,Week 4 Post-BCG,1.02,0.972762646,0.975609756,0.983333333,2.746170678,1.388020833,0.929775281,0.980599647,1.043478261,1.099815157,0.975083056,0.95,0.982206406,1.848184818,1.172259508,0.881481481,1.081553398,0.898181818,1.344211344,1.094043887,1.258992806,1.190137265,2.128595601,1.26,1.065168539,1.14084507,1.070610687,1.064864865,0.91005291,0.965053763,1.128514056,2.025157233,1.156182213,0.982905983,1.088345865,0.962962963,0.894523327,0.895973154,0.894736842,1.020733652,1.549800797,1.216080402,0.9675,0.932634731,0.95638126,1.165441176,1.260744986,1.181102362,0.913612565,2.359430605,1.343373494,0.857429719,1.088467615,0.966129032,1.098748261,1.147286822,0.954471545,1.097911227,6.247297297,1.344360902,1.042272127,1.155131265,0.883783784,1.328616352,0.924,1.125171939,44.95620438,8.514237856,1.045385779,1.628571429,1.005854178,1.102649007,0.841437632,0.960173787,1.122670807,1.10754717,0.898236092,0.93081761,1.012762424,1.272786551,1.008426966,0.630252101,1.307539683,0.727272727,1.101395586,0.867241852,0.958833619,0.98019802,0.997624703,1.135761589
HAR_wk4_bal,HAR,Week 4 Post-BCG,0.978922717,1.015503876,1.105839416,0.986710963,1.546236559,1.367231638,0.997175141,0.96797153,1.035906643,1.055769231,0.966131907,0.859903382,1.194323144,1.063636364,1.011013216,1.01996008,0.976146789,0.990757856,0.84015852,0.988217968,0.870445344,0.928695652,0.916666667,1.004166667,0.925472747,0.924406048,1.039007092,1.030797101,1.075329567,0.986072423,1.172949002,1.045045045,1.008810573,0.895918367,1.090415913,0.998098859,0.931623932,1.005545287,0.977635783,1.055646481,1.121019108,1.044117647,1.048913043,1.574002574,1.003636364,0.769718948,0.961136024,0.67699115,0.908963585,0.947098976,0.827806122,0.883474576,1.127478754,0.970172684,0.674418605,1.004854369,1.116575592,0.927899687,1.039039039,0.9390625,0.73943662,0.869300912,0.941666667,1.023121387,0.897216274,0.936339523,1.964912281,1.105633803,0.962264151,1.097222222,0.90712743,0.899224806,1.217721519,0.914068441,1.106007067,1.134268537,1.084892086,0.898387097,1.33523694,1.158153629,1.096408318,0.853383459,1.033860045,1.097447796,1.024154931,1.440870587,1.056932351,1.151162791,1.001254705,1.080128205
HCZ_wk4_bal,HCZ,Week 4 Post-BCG,1.014925373,1.013779528,0.993150685,0.948186528,1.016393443,1.050847458,1.043076923,1.057761733,1.05141844,1.079335793,1.032085561,0.887468031,1.026515152,1.073426573,0.940677966,0.971370143,0.928571429,1.065173116,1.045522388,1.18336163,0.976138829,0.894050679,1.07444668,0.98136646,1.023316062,0.894299287,0.961608775,0.919064748,0.955938697,0.985422741,0.950592885,0.967105263,1.035164835,1.062111801,0.847272727,1.13671875,1.076190476,0.98880597,1.088560886,0.937699681,0.92578125,1.091397849,1.008571429,0.975,1.068468468,1.076252723,1.095914742,1.029801325,1.165517241,1.876404494,1.276029056,0.876513317,0.927692308,0.950819672,1,0.927765237,1.098360656,1.014906832,0.892205638,0.942238267,1.116086235,0.843441467,0.884914463,1.074603175,1.129807692,1.117166213,0.989090909,1.085603113,0.942598187,0.942898975,0.637367915,0.985123967,0.859611231,0.738082485,0.993846154,0.973843058,0.855990783,1.026455026,1.227703391,1.147204775,0.940389294,0.149678801,1.14171123,0.219630097,1.04075706,1.423809467,0.920996441,1.35,1.048492792,1.01
O1K_wk4_bal,O1K,Week 4 Post-BCG,1.017811705,1.087301587,1.04379562,1.006711409,9.836956522,6.107142857,1.053254438,0.956896552,1.008960573,0.994690265,1.014545455,1.078804348,0.966165414,3.268456376,1.424528302,1.041015625,1.048507463,1.041666667,1.422513493,1.148205928,1.161220044,1.485351218,5.549122807,1.691943128,1.310386473,1.185990338,0.921985816,1.059891107,0.915309446,1.187327824,1.042801556,3.71965812,1.324766355,0.936883629,1.078740157,0.951492537,1.166,1.009287926,1.085501859,1.014409222,3.466546112,1.970588235,1.120098039,0.969220246,1.263459336,4.370327103,3.439470366,1.49537037,1.321590909,7.911027569,6.320819113,1.625786164,1.293406593,1.485074627,0.997093023,0.966863905,0.715460526,0.942798774,149.7931571,20.69217687,1.136653895,1.470672389,1.157367668,1.17679558,1.194706994,1.20959596,132.8984238,35.65457686,1.309187279,2.144444444,1.447909754,1.135646688,0.821721311,1.332397004,1.758561644,0.936026936,1.084370678,0.900621118,1.137319413,1.112888652,0.850594228,0.159537572,1.12345679,0.614896989,1.651396389,1.130977336,1.496693122,3.45,1.077608142,2.543243243
OBC_wk4_bal,OBC,Week 4 Post-BCG,1.743718593,1.437254902,1.336805556,1.366906475,41.3551797,5.334269663,1.564705882,1.216949153,1.114285714,1.063909774,1.149466192,1.079155673,1.063520871,6.550458716,1.376681614,1.048732943,1.133574007,1.031307551,0.925349922,1.068690096,1.066361556,0.740394424,8.554104478,1.479452055,0.870932755,0.948896632,0.855670103,1.136531365,1.141843972,1.140495868,0.998123827,5.768729642,1.357142857,0.969924812,1.237288136,1.016728625,1.204761905,1.196564885,0.99270073,1.023584906,7.277292576,1.87434555,0.984693878,1.036184211,1.015177066,42.34790528,33.29952456,11.05246914,12.03492063,199.0452323,143.1477449,16.33905579,12.32069971,4.787692308,4.70545977,4.261022928,2.891089109,1.975409836,255.5400697,18.31919643,4.129032258,5.085144928,14.09150327,7.04815864,4.608695652,4.178082192,185.2615385,41.2761194,7.346534653,7.113636364,1.017361111,0.946268657,0.700869565,1.171736997,7.629984051,1.059590317,0.986259542,1.023474178,1.033339943,1.100683338,1.922928709,0.314338235,1.663414634,0.867449664,0.767824612,1.073512911,1.413101604,2.235294118,1.005095541,2.111782477
