Sample,Animal,Timepoint,Mpt64.IgG1,HspX.IgG1,GroES.IgG1,PPD.IgG1,LAM.IgG1,PstS1.IgG1,Ag85A.B.IgG1,Apa.IgG1,EBOV.GP.IgG1,Mpt64.IgG2,HspX.IgG2,GroES.IgG2,PPD.IgG2,LAM.IgG2,PstS1.IgG2,Ag85A.B.IgG2,Apa.IgG2,EBOV.GP.IgG2,Mpt64.IgG3,HspX.IgG3,GroES.IgG3,PPD.IgG3,LAM.IgG3,PstS1.IgG3,Ag85A.B.IgG3,Apa.IgG3,EBOV.GP.IgG3,Mpt64.IgG4,HspX.IgG4,GroES.IgG4,PPD.IgG4,LAM.IgG4,PstS1.IgG4,Ag85A.B.IgG4,Apa.IgG4,EBOV.GP.IgG4,Mpt64.IgA,HspX.IgA,GroES.IgA,PPD.IgA,LAM.IgA,PstS1.IgA,Ag85A.B.IgA,Apa.IgA,EBOV.GP.IgA,Mpt64.IgM,HspX.IgM,GroES.IgM,PPD.IgM,LAM.IgM,PstS1.IgM,Ag85A.B.IgM,Apa.IgM,EBOV.GP.IgM,Mpt64.R2A,HspX.R2A,GroES.R2A,PPD.R2A,LAM.R2A,PstS1.R2A,Ag85A.B.R2A,Apa.R2A,Mpt64.R3A,HspX.R3A,GroES.R3A,PPD.R3A,LAM.R3A,PstS1.R3A,Ag85A.B.R3A,Apa.R3A,Mpt64.C1Q,HspX.C1Q,GroES.C1Q,PPD.C1Q,LAM.C1Q,PstS1.C1Q,Ag85A.B.C1Q,Apa.C1Q,LAM.ADCP,LAM.ADNP,LAM.ADNKA.CD107a,LAM.ADNKA.IFNg,LAM.ADNKA.MIP1b,LAM.ADNKA.TNFa,PPD.ADCP,PPD.ADNP,PPD.ADNKA.CD107a,PPD.ADNKA.IFNg,PPD.ADNKA.MIP1b,PPD.ADNKA.TNFa
13N022_wk-2_post_plasma,13N022,2 Weeks Pre-Mtb,0.604883463,0.544976328,0.425664217,0.405594406,0.583892617,0.385034688,0.43540856,0.50334608,0.869905956,1.161684783,1.189285714,1.027355623,1.125310174,1.775618375,1.150313152,1.23625,1.19781719,1.011111111,1.015181195,0.916666667,1.015509601,1.295493053,1.506849315,1.102564103,0.860787825,0.995042493,0.994818653,1.263591433,1.489116517,1.393333333,1.269058296,1.736526946,1.077586207,1.384479718,1.397328881,0.970873786,1.167711599,1.182640145,1.139275766,1.143763214,3.180758017,1.35,1.222506394,1.102631579,1.074733096,1.104627767,1.098145286,0.966666667,0.945241199,1.137060628,0.912110727,1.038242009,0.885955649,1.007518797,1.316455696,2.27408711,1.586681223,1.48474059,5.710994075,2.152386268,1.029077948,1.354182087,0.484750668,0.548892916,0.410816799,0.529638994,3.057187017,0.67558299,0.510319855,0.582915121,2.708603145,1.232075472,1.193548387,1.65,0.877862595,1.134387352,1.094117647,1.016806723,0.981259994,0.605273983,1.383116883,2.746140652,0.850537634,1.829007634,1.033934782,0.386153566,1.043383948,0.7546875,0.890501319,0.845289542
13N023_wk-2_post_plasma,13N023,2 Weeks Pre-Mtb,1.302250804,1.367909238,1.144300144,0.967841682,1.207958922,1.331360947,1.698852127,0.577797593,0.949286846,1.370477569,1.287646528,1.409756098,1.3550447,1.901253918,1.193050193,1.433719434,1.336158192,1.040139616,1.048185604,1.278519417,1.255909558,0.885792087,1.823088456,1.066189624,1.299195318,1.144567219,1.158316633,1.070840198,0.967517401,1.018181818,1.025073746,1.925149701,0.972815534,1.004405286,0.967845659,0.973282443,1.309933775,1.35984556,1.071748879,1.167648391,1.709700948,1.191111111,1.268740439,1.126013265,0.990430622,0.517214499,0.541090726,0.679308051,0.559865093,1.124505929,1.462575627,0.596750903,0.47373913,0.647222222,4.708242159,2.791940789,3.662078785,3.346815835,29.32383666,4.551093035,3.979739946,2.549180328,0.439129653,0.561081947,0.614149523,0.44542957,7.506834686,0.819987105,0.583257782,0.538727657,4.255184851,1.763888889,1.14739229,2.471561531,0.987220447,3.90809628,1.20123839,3.401174168,1.168810866,0.618845375,1.316436252,11.41078838,0.765113974,8.311688312,1.188602677,0.764841201,0.823308271,0.652866242,0.945169713,0.708924103
13N025_wk-2_post_plasma,13N025,2 Weeks Pre-Mtb,2.955307263,3.163186813,2.182533113,0.827745114,2.320776256,2.322033898,1.761054173,0.902622951,1.009433962,1.439635535,1.286809816,1.403337969,1.244755245,1.037936267,1.086021505,1.303441084,1.251269036,0.953153153,1.309265945,1.255058824,1.742277992,1.405007364,0.830546265,0.911202186,1.563448276,1.258064516,0.998158379,1.24556213,1.309677419,1.494407159,1.126187246,0.980519481,1.05973025,1.313213703,1.121765601,1.020366599,1.335774648,1.11514393,0.956269523,1.018221258,0.959276018,0.966511628,0.984451718,1.10971223,1.085284281,0.604810997,0.699812383,0.661165049,0.776517678,1.325892857,0.787610619,0.835180055,0.675675676,0.658723404,0.160086533,0.134814078,0.130896746,0.111480464,0.081701829,0.117060462,0.16306099,0.146427079,0.621217312,0.574719866,0.434519023,0.425186433,0.526889535,0.422529052,0.466970387,0.45460685,1.664087392,1.522875817,0.985472155,0.967619048,1.00625,1.055319149,1.023648649,0.912052117,1.013251185,0.674086739,0.998439938,1.524517088,1.121452894,0.849689441,1.058703543,0.611284313,0.977426637,1.35839599,0.9218107,1.374659401
13N026_wk-2_post_plasma,13N026,2 Weeks Pre-Mtb,0.891566265,0.8,0.85,0.898819562,4.207885305,3.199672668,0.890140845,1.100409836,0.998305085,1.2,1.242312423,1.210526316,1.395384615,3.758445946,1.729166667,1.213213213,1.420560748,1.024866785,0.994231778,1.323038397,1.455474453,0.98449848,4.811377246,1.666101695,1.139455782,1.371031746,1.037174721,1.095846645,1.169139466,1.136842105,1.183774834,4.28125,1.473903967,1.210332103,1.390034364,0.996402878,1.006116208,0.885597549,0.866766467,0.988004362,7.863436123,3.149377593,0.871447903,0.927950311,1.02020202,1.777113971,1.266166488,1.207207207,1.156207367,1.745481928,1.905547226,1.479661017,1.556584362,1.241701245,1.461368653,1.438789546,0.944889308,1.378109453,92.64808917,13.82147477,1.221117062,1.450772986,0.839702464,0.558448145,0.527352756,0.536355608,14.40828315,4.065971483,0.563467016,0.593931129,1.951510892,1.127622378,1.1769437,1.282201405,1.934294872,19.40040241,1.034536892,2.917341977,1.029854962,0.474000103,3.555555556,3.791390728,0.968085106,3.363782051,0.930696204,0.499459915,1.106818182,0.437900128,1.001355014,0.566985646
A12V044_wk-2_post_plasma,A12V044,2 Weeks Pre-Mtb,0.466666667,0.309925726,0.371325931,0.264366434,0.593188269,0.491130258,0.299138285,0.22231809,0.895721925,1.272373541,1.156916724,1.184971098,1.16,1.450236967,1.501968504,1.291617473,1.002290951,0.903339192,1.234170854,1.272324723,1.313901345,1.160720353,1.066939891,1.412969283,1.158488714,1.007330483,0.97716895,0.951612903,0.980324074,1.068649886,1.081210191,0.958064516,0.977777778,1.062080537,0.955315871,0.992509363,1.078352181,1.168874172,1.084452975,1.147335423,1.485213582,1.213582677,1.129198966,1.167747164,1.003484321,0.663319551,1.093881857,0.684552846,0.752233472,1.574960128,1.070101076,0.77578177,0.564017951,0.754578755,0.997026338,1.06697783,0.884261289,1.120892746,0.96,0.756639566,1.147949353,0.852459016,0.399382625,0.194626893,0.302802711,0.254303534,0.344687593,0.397061954,0.242502697,0.199520329,2.248154982,1.506283662,1.073417722,1.618309859,1.114886731,1.135416667,0.994827586,1.090425532,0.937090346,0.569851132,0.833879781,3.352941176,0.928427419,2.261390887,1.047875607,0.519350067,0.834285714,0.668848168,0.93557047,0.751666667
A12V053_wk-2_post_plasma,A12V053,2 Weeks Pre-Mtb,0.585930543,0.477745872,0.472641103,0.623311463,67.23492723,2.296593186,0.395592287,0.926889279,0.917050691,0.608733624,0.50028885,0.524725275,0.640449438,10.36947791,1.362477231,0.548361934,0.692669173,0.926573427,0.608337905,0.465139949,0.549865229,0.821127236,11.83289125,1.217041801,0.532951289,0.723793677,1.016885553,0.799461642,0.871396896,0.791666667,0.986646884,14.98867314,1.355640535,0.863760218,1.099099099,1.056390977,0.62868048,0.58734841,0.582405345,0.630414313,6.790395847,0.929014085,0.63565081,0.764335664,0.96130031,1.862043902,1.403244348,0.942359768,1.288550629,3.025993884,3.017472924,1.026938393,1.316549296,1.249827942,0.255609756,0.32035042,0.329326163,0.325106022,77.75208608,2.130767482,0.361956028,1.058983051,0.25825221,0.287811315,0.307306303,0.337217933,15.7443199,1.619748291,0.339821645,0.488414673,0.482324009,0.790674603,1.055187638,0.95329087,362.6323529,3.026717557,1.024263432,1.751332149,1.362733236,1.597241517,15.82381729,4.132688321,1.400641026,6.484607746,1.08915328,1.634425006,1.774703557,4.324599709,1.051388889,0.954626335
A12V057_wk-2_post_plasma,A12V057,2 Weeks Pre-Mtb,0.709851552,0.601226994,0.561470911,0.680190476,0.770663562,0.585365854,0.511339476,0.576477757,0.949756888,0.8,0.559041643,0.618395303,0.711892797,0.725247525,0.741538462,0.55464684,0.605435801,1.10546875,0.857374392,0.613464887,0.623716153,0.780293322,0.942105263,0.907643312,0.647177419,0.832412523,0.921428571,0.870813397,0.671834625,0.677897574,0.776643991,0.908536585,1.04008016,0.638603696,0.817026684,1.009765625,0.726436782,0.562079511,0.537070524,0.643178411,0.65026738,0.554592721,0.555272109,0.694230769,1.014059754,1.517726161,1.413533835,0.969984202,0.963178295,2.064427313,1.926307448,1.086585366,1.039162113,1.021791768,1.060410557,0.739531704,0.59889001,0.883388504,0.737203972,0.647558164,0.91668163,0.600883935,1.922030825,1.25,1.051589129,0.808406538,1.066416254,1.04446038,1.225399279,0.823716042,1.389365352,0.958823529,0.98241206,1.130753138,0.92019544,0.890942699,0.878693624,0.970684039,0.930464371,0.985002137,1.542568543,1.125,0.994252874,1.146505376,0.979549833,1.176345162,0.384850336,0.756756757,1.125739645,0.853949329
A12V058_wk-2_post_plasma,A12V058,2 Weeks Pre-Mtb,0.665107577,0.748148148,1.135472371,0.969122807,0.99377916,0.846463485,0.998370451,0.886295631,0.908616188,1.317185698,1.343894389,1.463315217,1.402323126,1.337748344,1.043396226,1.34939759,1.515027322,1.187250996,1.142857143,1.207677165,1.406635071,1.151278518,1.565349544,1.114490161,1.165844636,1.30629771,1.117001828,1.144254279,1.173333333,1.315966387,1.051612903,1.43030303,0.980434783,1.14953271,1.221140473,0.963099631,0.951879699,0.928456592,1.038681948,0.955188679,2.618307427,1.28021148,1.0760165,0.960717336,0.951863354,0.669510953,0.639034348,0.687560896,0.585087406,1.311435523,0.823622047,0.608189331,0.835102619,0.570642978,1.1085353,1.056397567,1.009669741,1.321170893,6.7133403,1.914083027,1.171108222,1.072408293,0.412369757,0.640892421,0.859876851,0.602877875,3.032805115,0.920300476,0.827703201,0.823918269,0.863050314,0.5762104,1.07112069,1.163654618,1.024024024,2.085483871,0.909596662,1.087662338,1.144781676,0.740778294,0.556521739,0.933333333,0.886948529,0.713782991,1.023183678,0.573996499,0.401331719,0.299595142,0.776581427,0.35483871
A12V062_wk-2_post_plasma,A12V062,2 Weeks Pre-Mtb,0.835654596,0.828757225,0.71867794,0.641637368,1.724102564,0.730929265,0.605275779,0.619508563,0.943708609,0.909280501,0.687393041,0.780512821,0.759576202,2.058739255,1.063079777,0.703675919,0.784860558,1.092,0.931958763,0.694045175,0.683932347,0.983389324,1.524390244,0.73553719,0.700137552,0.911357341,0.988527725,1.006622517,0.947941889,0.938069217,1.083713851,2.519134775,1.087606838,1.009646302,1.121212121,1.029644269,1.078778135,1.011437908,1.027568922,0.986791414,1.641643059,0.965737515,1.00724234,0.921249151,0.952536825,1.620494053,1.668489693,1.067889908,1.297124601,3.019795658,2.479597244,1.227961819,1.476403061,1.470483005,0.303077862,0.31117115,0.315014188,0.248430212,5.382446719,0.455170074,0.325094112,0.317288949,0.682517483,0.630652277,0.611226358,0.645633843,6.776477058,0.999400192,0.548498433,0.566115702,2.750611247,1.464285714,0.777777778,1.239179954,5.976525822,1.393406593,1.099457505,0.951367781,1.004050458,0.817359246,2.586956522,1.818604651,0.986970684,1.694550063,1.345483763,1.210648554,1.045936396,1.22244898,0.993734336,1.063829787
A12V066_wk-2_post_plasma,A12V066,2 Weeks Pre-Mtb,1.211093991,1.315835521,0.99564839,0.948578107,9.156532988,1.554575524,1.083459788,1.208476518,1.00621118,0.899249732,0.822286963,0.710526316,0.778633301,4.480304956,1.145631068,0.723977695,0.953041622,0.986013986,0.99713056,0.770859278,0.884782609,1.035701471,4.00814901,1.184410646,0.825112108,1.110502283,0.883527454,0.949253731,1.041420118,1.012658228,1.107936508,4.250325945,1.173728814,1.113636364,1.336585366,0.922807018,0.623255814,0.610438729,0.594778661,0.746812386,2.91424196,0.783482143,0.665570175,0.819889503,1.076923077,1.148433615,1.272680055,1.346132748,1.308115543,1.537414966,3.204742819,1.568944602,1.111229189,1.152749491,0.47582205,0.681946436,0.717011256,0.831328522,12.21609505,1.065736155,0.625384879,0.912828947,0.918205377,1.182224269,1.242331069,1.423556872,5.130691475,1.949644841,1.032055276,1.362906772,0.601607348,0.290726817,0.976247031,1.17771639,61.50084317,2.190839695,1.092905405,1.917366947,1.565422912,1.86378382,6.845151954,4.72698908,1.260188088,4.491758242,1.042694361,1.820862869,1.279236277,3.076642336,1.076815642,2.489583333
A11V075_wk-2_post_plasma,A11V075,2 Weeks Pre-Mtb,1.061488673,1.226666667,1.123314066,1.247131509,1.353846154,1.361204013,1.288534548,1.073305671,1.040128411,1.087403599,0.954219031,1.015706806,1.05,1.34423676,1.0501002,0.944844125,1.006042296,0.892361111,0.926430518,0.986644407,0.942073171,0.901994302,1.070721358,1.031192661,1.001976285,1.025842697,0.980869565,1.133211679,1.293413174,1.357348703,1.189565217,1.29264214,1.112612613,0.989864865,1.085501859,1.076171875,1.024234694,1.071161049,0.916384181,0.952755906,1.561360875,1.011148272,0.936293436,0.878483835,1.048109966,1.423110151,1.332295906,0.987432675,1.169462117,3.82386511,3.477417883,1.520858896,1.417910448,1.125,0.708596143,0.689521345,0.507349939,0.623544785,1.241629378,0.580418154,0.561518744,0.451932773,2.642649903,1.487467906,1.189877961,0.921751615,3.56871547,1.159090909,0.944839858,0.995441884,2.06291591,1.130699088,1.28960396,1.072278134,1.050632911,1.131021195,0.98006135,1.045454545,0.827600042,0.775032997,2.080370943,1.942754919,0.98828541,1.668579627,1.046288866,1.205871081,1.073724008,0.974499089,0.983584131,0.905678537
A12V095_wk-2_post_plasma,A12V095,2 Weeks Pre-Mtb,1.12962963,1.081447964,1.126488095,1.248021108,0.890743551,1.190226876,0.873280943,1.101123596,1.012068966,1.246774194,1.091872792,1.123214286,1.0125,1.201401051,1.004405286,1.08988764,1.042207792,1.029411765,1.02259887,1.08269096,1.232,1.130084349,1.038580247,0.930604982,1.053278689,1.108204518,0.975609756,1.095779221,1.451450189,1.292929293,1.332007952,1.020537125,1.049327354,1.332075472,1.231638418,1.009784736,0.782857143,0.696668109,0.6976,0.753451677,1.105263158,0.674584323,0.598425197,0.796718323,0.909230769,1.181717082,0.800929199,1.122775801,0.976435045,1.34293648,1.960350392,1.296167247,1.063203463,0.887780549,0.78328742,1.101791175,0.689676617,0.817808219,0.590133702,0.89529016,0.615132214,0.868674699,0.470982719,0.843243843,0.528673324,0.393421615,1.306708761,0.557824505,0.47760545,0.403176704,0.889223813,0.511130137,1.088167053,0.899451554,1.01322314,1.155660377,1.149425287,1.040336134,1.200580457,0.831858215,1.201388889,1.163716814,1.015184382,1.166226913,0.896425129,0.530257015,1.117096019,1.344110855,0.888888889,1.318584071
A12V119_wk-2_post_plasma,A12V119,2 Weeks Pre-Mtb,0.083090379,0.116471661,0.105490254,0.233879222,0.18283485,0.10300158,0.136460252,0.13335038,0.427272727,0.781601588,0.619596542,0.530325444,0.582128778,0.89084507,0.615720524,0.597607053,0.620581304,0.920325203,0.707424961,0.605425401,0.534722222,0.981936212,0.634067358,0.387258411,0.529861111,0.675209463,1.006589786,1.199781659,1.095238095,0.962722853,1.07591623,0.926597582,0.61007667,1.077020202,1.062162162,0.981203008,0.442278287,0.488090174,0.40591567,0.471475022,0.829196604,0.5,0.454394693,0.464221825,0.917417417,0.749297601,0.772866679,0.283489097,0.367376929,0.699165402,0.551467987,0.513994911,0.565702689,0.956923077,0.084030697,0.13902276,0.101632735,0.130668464,1.540696473,0.181684335,0.158440493,0.071854175,0.400722977,0.319343569,0.201736963,0.311398139,2.280224779,0.387806186,0.376934273,0.265093572,0.267736015,0.849295775,0.937349398,0.646031746,0.846376812,0.940740741,0.953488372,0.942622951,1.299346073,1.265827985,1.459863946,0.432189083,1.069148936,1.111644658,2.332737979,0.966786697,2.480719794,1.461206897,1.467013889,1.730722154
A12V158_wk-2_post_plasma,A12V158,2 Weeks Pre-Mtb,0.82428115,0.714285714,0.496996997,1.127816291,28.90015361,11.65184484,0.717006803,1.880640466,1.05017301,0.952,0.79092805,0.794306703,1.085007728,8.866242038,3.218905473,0.759103641,1.14879468,0.890939597,1.010632345,0.883647799,0.973148148,1.024210849,12.40461997,3.811138015,0.953114965,1.461669506,1.108,1.221020093,1.403680982,1.636363636,1.621118012,14.49472574,4.511538462,1.267267267,1.897689769,0.995951417,0.544238683,0.574943439,0.555417701,0.691540303,6.388121547,2.391338275,0.528012279,0.752727273,0.978688525,0.778304121,0.842826087,0.502265861,0.707207207,0.866372981,0.788274707,0.638977636,0.683098592,0.698207885,0.13319336,0.127442002,0.164759954,0.252178018,7.008717198,3.351594279,0.139173021,0.43976153,0.236337659,0.252205128,0.188514213,0.359060403,5.928644154,3.311922481,0.20832982,0.534570671,1.343971631,0.958391123,1.098039216,1.280762565,167.0744048,7.031296572,1.135273973,2.534682081,1.162938964,1.53715808,4.605405405,4.650887574,1.158968851,3.472070099,1.029784234,1.048700178,1.270983213,0.245359161,0.794198895,1.438373571
A14V013_wk-2_post_plasma,A14V013,2 Weeks Pre-Mtb,1.018382353,1.2,1.233509235,1.192626728,13.05373134,1.112219451,1.082242991,1.431120628,0.947040498,0.996134021,0.887337058,0.982731554,1.050995025,3.945266272,1.150627615,0.869614512,1.222222222,1,1.005040958,0.807534247,0.873638344,0.913036833,5.185534591,1.217647059,0.830110497,1.025505717,0.941605839,1.037643208,0.967153285,0.74955595,0.96099844,4.653907496,0.946296296,0.990639626,1.193277311,0.90719697,1.202072539,0.972167969,1.031674208,0.996987952,5.129032258,1.06020558,1.02956636,0.910179641,0.896755162,0.688134518,0.674113647,0.741631799,0.793577982,1.263448276,1.998702141,0.763918252,0.867686769,0.870748299,0.525032651,0.512807377,0.506053269,0.525072197,49.10452543,0.736878936,0.450474077,0.755555556,0.634623387,0.599298553,0.713178295,0.68944571,23.9051076,1.085286458,0.735941684,0.852810651,0.720358999,1.2092257,0.940898345,0.939876216,3.948763251,1.763485477,1.084394904,1.95269168,1.390292082,0.832050319,2.274346793,3.394453005,0.868152275,1.932741117,0.973694623,0.757470539,1.056338028,1.298534799,0.935483871,1.349834983
A9V105_wk-2_post_plasma,A9V105,2 Weeks Pre-Mtb,0.970588235,1.066709022,0.68018018,0.841128574,1.591233435,0.853850478,0.762346825,1.180362117,1.007886435,0.94891945,0.813720022,0.788879235,0.858739026,2.222919937,1.057823129,0.812545587,0.832155477,0.964941569,0.634862385,0.50103377,0.525433526,0.836878453,1.763513514,0.866396761,0.531596926,0.643101482,0.980144404,0.929088278,0.809267241,0.946886447,0.832061069,1.996946565,0.997959184,0.785627284,0.979750779,1.029304029,1.247470489,1.097105167,1.103485255,1.158747597,1.730585204,1.173887415,1.130335943,1.324015248,1.032407407,1.391256612,1.32972511,1.132644272,1.04793757,1.672442705,2.079521674,1.296221662,1.181985294,1.305217391,0.623369849,0.657849547,0.729496465,0.957347785,9.030047163,1.090038859,0.701720527,0.859757236,0.922244922,0.638506727,0.77661918,0.924363808,4.316005472,1.469475277,0.709296774,1.012748003,1.061625583,1.090909091,0.910638298,0.857632933,1.087859425,1.081132075,0.842391304,1.051239669,1.711377218,1.061210176,3.802816901,0.875283447,0.950053135,1.650887574,1.303171905,1.76379465,1.111753372,1.165374677,1.045698925,0.956475584
DFA4_wk-2_post_plasma,DFA4,2 Weeks Pre-Mtb,0.597758406,0.711051931,0.54861604,0.302734375,0.749411765,0.808163265,0.712179137,0.299036476,0.880986938,0.742376446,0.74317817,0.722598106,0.849607183,1.045101089,0.851916376,0.823529412,0.973316391,0.985347985,0.836046512,0.882352941,0.852657005,1.066276089,0.926578561,0.909788868,0.845228549,0.871401152,1.066921606,0.849032258,0.867591425,0.794520548,0.789772727,1.03986711,0.964948454,0.828776978,0.771067416,1.031746032,0.724310777,0.770526316,0.650306748,0.748917749,0.854938272,0.764872521,0.798882682,0.789149199,1.025316456,1.132661629,0.944070796,1.115572968,0.913090129,1.225478469,1.708972845,0.989588498,0.948330183,0.852193995,0.486062103,0.387921789,0.340733772,0.291846979,0.316981132,0.346473471,0.479541271,0.381140194,0.235474006,0.250612045,0.152101096,0.181384441,0.226574907,0.245942813,0.217318201,0.155014519,0.208184524,0.91740413,0.813186813,0.450704225,1.160202361,0.819614711,0.761526232,0.962962963,1.217196125,1.521845807,1.165137615,0.478662873,1.032921811,0.917322835,1.844003374,1.479399821,1.045908184,0.97171381,1.141399417,0.949061662
DFM3_wk-2_post_plasma,DFM3,2 Weeks Pre-Mtb,0.958095238,0.91572327,1.046242775,0.79314888,1.851256281,0.903522205,0.836829837,0.820952381,1.007936508,1.155696203,1.117266851,1.213846154,1.18735363,1.679542203,1.24,1.092865232,1.118601748,1.214626391,1.169112509,0.941798942,1.047482014,0.964614818,1.290998767,1,1.193877551,1.216080402,1.2976,1.1296,1.094086022,0.975609756,1.152080344,1.449939686,1.099601594,1.324278438,1.131343284,1.157142857,1.383507853,1.302556818,1.460645161,1.497983871,1.921407186,1.34029484,1.517241379,1.2,1.030821918,1.080143541,1.096729297,1.40891145,1.423098279,0.976865997,1.307330567,1.340537001,1.208854668,1.104651163,9.870490287,19.7601626,16.48591013,15.95290424,18.91040866,17.6552795,13.73216445,9.438655462,2.237018937,2.949742778,4.934365782,5.734745335,4.681388232,3.756259581,3.317031561,3.006347374,2.759517177,5.579049467,4.314142678,4.291274325,2.299342105,5.385193133,4.711740891,4.649764151,1.010044693,0.600676505,1.376198534,1.645195354,0.951219512,1.509598604,0.933967964,1.437507243,1.11259542,1.082212257,1.047619048,0.938963211
DFN5_wk-2_post_plasma,DFN5,2 Weeks Pre-Mtb,0.786786787,0.704678363,0.983151635,0.654492754,0.796482412,0.67890625,0.842746401,0.530951392,0.969404187,1.078431373,1.104448743,0.882608696,1.034526854,1.033391916,1.004210526,0.901023891,0.898921833,1.092105263,0.916985254,1.270131354,1.052007299,0.936582809,0.681870011,0.682008368,0.88595913,0.955035971,0.918781726,0.90778098,1.009259259,1.037815126,0.978813559,0.945567652,1.059210526,1.139492754,1.099683544,1.007518797,1.084497671,1.248083624,1.096223487,1.057889823,1.326315789,1.189764232,1.115154536,1.024438573,1.101200686,0.49860179,0.957142857,0.781308411,0.703380589,0.827671708,0.634766432,0.85705951,0.937984496,0.866017964,1.442703671,2.416476841,1.20019861,1.641674551,2.29965837,1.386868951,1.66689155,1.354393609,0.500604839,0.616078821,0.434761722,0.530001126,0.665580448,0.465443972,0.69256976,0.371413576,0.844247788,1.143876338,1.048387097,0.820895522,1.023633678,1.114416476,1.076923077,1.061728395,1.441527085,1.95430059,1.295857988,0.614760746,1.061755146,1.21598878,1.864783924,1.765221866,1.310096154,0.552425665,1.139880952,0.790157846
DFR4_wk-2_post_plasma,DFR4,2 Weeks Pre-Mtb,0.508004269,0.294802172,0.235294118,0.419242793,36.35507246,3.065121413,0.251962617,0.447265625,0.967938931,0.732410611,0.671668138,0.511169514,0.686295503,8.424974824,1.367832168,0.775267539,0.916971917,0.952042629,0.578153565,0.328443358,0.331034483,0.925426136,7.728921124,0.980861244,0.39342046,0.748308525,0.963087248,1.086805556,1.087171053,1.09,1.008445946,8.502512563,1.811764706,1.074427481,1.196836555,1.017077799,0.662365591,0.723723724,0.720430108,0.775913129,4.191721133,1.159509202,0.783908046,0.832125604,0.918138042,0.977713875,0.776710335,0.456081081,0.573536192,2.219326819,1.760216847,0.390678287,0.709727226,1.224975223,0.016507747,0.023705832,0.020646914,0.036284086,5.648457759,0.866905195,0.031177775,0.1023228,0.094050094,0.053164899,0.044596443,0.056850643,4.582860872,0.85438422,0.068476048,0.228474206,1.347484277,1.011666667,0.905092593,1.371109338,217.4419048,6.741988768,1.171617162,4.586720867,0.814942949,1.471694812,6.598202824,1.565782891,1.289156627,2.024464832,0.900018035,1.44679628,0.76284585,2.185995624,0.829677419,1.248255234
DFV9_wk-2_post_plasma,DFV9,2 Weeks Pre-Mtb,0.750962773,0.523423423,0.462715856,0.670744495,6.539719626,1.425925926,0.54954955,0.639783232,1.188481675,0.686604886,0.672795851,0.580724876,0.608438194,5.905367232,1.523648649,0.624338624,0.701149425,0.96969697,0.589340102,0.590885552,0.406103286,0.57459854,5.425797503,1.397548161,0.575507614,0.58218232,0.953125,1.067082683,1.098434004,0.996376812,0.99734748,6.528189911,1.430451128,0.983606557,1.005925926,1.043478261,0.751781473,0.871308017,0.71291866,0.740655988,6.0969163,1.902636917,0.708994709,0.790526316,1.001745201,1.002408809,1.190653049,0.906462585,1.092957746,3.940857565,3.452729694,0.808255659,0.858548585,1.333333333,0.305452865,0.298178792,0.2498532,0.294264339,7.102794131,1.296629295,0.303932666,0.309584967,0.473236487,0.477159577,0.451215237,0.418698548,7.013344355,2.105571983,0.467830754,0.484719027,0.755351682,1.069230769,1.170792079,1.102857143,35.06567164,7.828358209,1.023333333,1.201320132,1.315124442,1.537027839,8.392461197,1.305714286,1.2723449,1.77997076,1.342025334,2.57758692,1.191318328,1.588068182,1.075136612,1.477806789
DGFT_wk-2_post_plasma,DGFT,2 Weeks Pre-Mtb,3.291079812,2.891122278,3.953964194,2.589015152,2.871376812,3.562899787,3.841666667,2.164926931,1.1908646,1.111918605,1.264524104,1.336431227,1.109219858,1.105072464,1.271070615,1.057023644,1.143274854,1.091954023,1.480721903,1.623595506,1.736842105,1.34014014,1.029411765,1.081300813,1.664459161,1.492239468,1.167664671,1.140939597,1.102893891,1.154855643,1.143333333,1.078498294,1.069284065,1.007874016,1.027210884,1.146496815,1.048319328,1.002890173,0.960784314,1.023977433,1.023131673,0.935420744,0.904296875,1.008862629,0.993265993,1.094671495,1.235834937,1.353488372,1.129603399,1.246474144,1.482078131,1.426127527,1.448430493,0.966523605,1.922489083,4.50438247,6.320665083,2.224896266,2.27064803,2.77260755,2.641055046,1.880662983,2.215581644,2.842258804,2.16827768,1.665900735,1.255374593,2.508949881,2.245859463,1.567518248,0.968339016,0.917808219,1.017412935,0.648829431,1,0.95766129,0.961214165,0.952961672,1.383332228,0.900682465,1.002,0.744332494,1.050716648,0.930981595,1.343980113,1.517555628,0.616412214,1.243654822,0.893499308,0.996487119
